CHLRE_01g000017v5 Cre01.g000017
CHLRE_13g577500v5 Cre13.g577500
CHLRE_13g577550v5 Cre13.g577550
CHLRE_13g577600v5 Cre13.g577600
CHLRE_13g577650v5 Cre13.g577650
CHLRE_13g577700v5 Cre13.g577700
CHLRE_13g577750v5 Cre13.g577750
CHLRE_13g577800v5 Cre13.g577800
CHLRE_13g577850v5 Cre13.g577850
CHLRE_13g577900v5 Cre13.g577900
CHLRE_13g577950v5 Cre13.g577950
CHLRE_13g578012v5 Cre13.g578012
CHLRE_13g578074v5 Cre13.g578074
CHLRE_13g578200v5 Cre13.g578200
CHLRE_13g578150v5 Cre13.g578150
CHLRE_13g578100v5 Cre13.g578100
CHLRE_13g578051v5 Cre13.g578051
CHLRE_13g578050v5 Cre13.g578050
CHLRE_13g578201v5 Cre13.g578201
CHLRE_13g578350v5 Cre13.g578350
CHLRE_13g578400v5 Cre13.g578400
CHLRE_13g578451v5 Cre13.g578451
CHLRE_13g578501v5 Cre13.g578501
CHLRE_13g578550v5 Cre13.g578550
CHLRE_13g578600v5 Cre13.g578600
CHLRE_13g578650v5 Cre13.g578650
CHLRE_13g578676v5 Cre13.g578676
CHLRE_13g578700v5 Cre13.g578700
CHLRE_13g578750v5 Cre13.g578750
CHLRE_13g578800v5 Cre13.g578800
CHLRE_13g578850v5 Cre13.g578850
CHLRE_13g578900v5 Cre13.g578900
CHLRE_13g578950v5 Cre13.g578950
CHLRE_13g579000v5 Cre13.g579000
CHLRE_13g579017v5 Cre13.g579017
CHLRE_13g579050v5 Cre13.g579050
CHLRE_13g579076v5 Cre13.g579076
CHLRE_13g579100v5 Cre13.g579100
CHLRE_13g579150v5 Cre13.g579150
CHLRE_13g579200v5 Cre13.g579200
CHLRE_13g579250v5 Cre13.g579250
CHLRE_13g579300v5 Cre13.g579300
CHLRE_13g579326v5 Cre13.g579326
CHLRE_13g579350v5 Cre13.g579350
CHLRE_13g579400v5 Cre13.g579400
CHLRE_13g579450v5 Cre13.g579450
CHLRE_13g579500v5 Cre13.g579500
CHLRE_13g579550v5 Cre13.g579550
CHLRE_13g579566v5 Cre13.g579566
CHLRE_13g579582v5 Cre13.g579582
CHLRE_13g579598v5 Cre13.g579598
CHLRE_13g579650v5 Cre13.g579650
CHLRE_13g579700v5 Cre13.g579700
CHLRE_13g579734v5 Cre13.g579734
CHLRE_13g579767v5 Cre13.g579767
CHLRE_13g579800v5 Cre13.g579800
CHLRE_13g579850v5 Cre13.g579850
CHLRE_13g579901v5 Cre13.g579901
CHLRE_13g579950v5 Cre13.g579950
CHLRE_13g579976v5 Cre13.g579976
CHLRE_13g580000v5 Cre13.g580000
CHLRE_13g580050v5 Cre13.g580050
CHLRE_13g580100v5 Cre13.g580100
CHLRE_13g580150v5 Cre13.g580150
CHLRE_13g580200v5 Cre13.g580200
CHLRE_13g580250v5 Cre13.g580250
CHLRE_13g580300v5 Cre13.g580300
CHLRE_13g580350v5 Cre13.g580350
CHLRE_13g580450v5 Cre13.g580450
CHLRE_13g580500v5 Cre13.g580500
CHLRE_13g580550v5 Cre13.g580550
CHLRE_13g580600v5 Cre13.g580600
CHLRE_13g580650v5 Cre13.g580650
CHLRE_13g580700v5 Cre13.g580700
CHLRE_13g580750v5 Cre13.g580750
CHLRE_13g580800v5 Cre13.g580800
CHLRE_13g580850v5 Name=ERY2
CHLRE_13g580900v5 Cre13.g580900
CHLRE_13g580950v5 Cre13.g580950
CHLRE_13g580976v5 Cre13.g580976
CHLRE_13g581000v5 Cre13.g581000
CHLRE_13g581050v5 Cre13.g581050
CHLRE_13g581100v5 Cre13.g581100
CHLRE_13g581150v5 Cre13.g581150
CHLRE_13g581200v5 Cre13.g581200
CHLRE_13g581300v5 Cre13.g581300
CHLRE_13g581350v5 Cre13.g581350
CHLRE_13g581400v5 Cre13.g581400
CHLRE_13g581450v5 Cre13.g581450
CHLRE_13g581500v5 Cre13.g581500
CHLRE_13g581550v5 Cre13.g581550
CHLRE_13g581600v5 Cre13.g581600
CHLRE_13g581650v5 Cre13.g581650
CHLRE_13g581700v5 Cre13.g581700
CHLRE_13g581750v5 Cre13.g581750
CHLRE_13g581801v5 Cre13.g581801
CHLRE_13g581850v5 Cre13.g581850
CHLRE_13g581900v5 Cre13.g581900
CHLRE_13g582000v5 Cre13.g582000
CHLRE_13g582050v5 Cre13.g582050
CHLRE_13g582100v5 Cre13.g582100
CHLRE_13g582112v5 Cre13.g582112
CHLRE_13g582150v5 Cre13.g582150
CHLRE_13g582201v5 Cre13.g582201
CHLRE_13g582250v5 Cre13.g582250
CHLRE_13g582270v5 Cre13.g582270
CHLRE_13g582290v5 Cre13.g582290
CHLRE_13g582350v5 Cre13.g582350
CHLRE_13g582476v5 Cre13.g582476
CHLRE_13g582600v5 Cre13.g582600
CHLRE_13g582650v5 Cre13.g582650
CHLRE_13g582671v5 Cre13.g582671
CHLRE_13g582692v5 Cre13.g582692
CHLRE_13g582713v5 Cre13.g582713
CHLRE_13g582734v5 Cre13.g582734
CHLRE_13g582755v5 Cre13.g582755
CHLRE_13g582800v5 Cre13.g582800
CHLRE_13g582850v5 Cre13.g582850
CHLRE_13g582900v5 Cre13.g582900
CHLRE_13g582950v5 Cre13.g582950
CHLRE_13g583000v5 Cre13.g583000
CHLRE_13g583050v5 Cre13.g583050
CHLRE_13g583100v5 Cre13.g583100
CHLRE_13g583150v5 Cre13.g583150
CHLRE_13g583200v5 Cre13.g583200
CHLRE_13g583217v5 Cre13.g583217
CHLRE_13g583250v5 Cre13.g583250
CHLRE_13g583287v5 Cre13.g583287
CHLRE_13g583300v5 Cre13.g583300
CHLRE_13g583325v5 Cre13.g583325
CHLRE_13g583350v5 Cre13.g583350
CHLRE_13g583400v5 Cre13.g583400
CHLRE_13g583450v5 Cre13.g583450
CHLRE_13g583500v5 Cre13.g583500
CHLRE_13g583550v5 Cre13.g583550
CHLRE_13g583600v5 Cre13.g583600
CHLRE_13g583650v5 Cre13.g583650
CHLRE_13g583700v5 Cre13.g583700
CHLRE_13g583750v5 Cre13.g583750
CHLRE_13g583787v5 Cre13.g583787
CHLRE_13g583824v5 Cre13.g583824
CHLRE_13g583861v5 Cre13.g583861
CHLRE_13g583898v5 Cre13.g583898
CHLRE_13g583935v5 Cre13.g583935
CHLRE_13g583972v5 Cre13.g583972
CHLRE_13g584050v5 Cre13.g584050
CHLRE_13g584100v5 Cre13.g584100
CHLRE_13g584135v5 Cre13.g584135
CHLRE_13g584170v5 Cre13.g584170
CHLRE_13g584200v5 Cre13.g584200
CHLRE_13g584250v5 Cre13.g584250
CHLRE_13g584350v5 Cre13.g584350
CHLRE_13g584400v5 Cre13.g584400
CHLRE_13g584450v5 Cre13.g584450
CHLRE_13g584500v5 Cre13.g584500
CHLRE_13g584551v5 Cre13.g584551
CHLRE_13g584600v5 Cre13.g584600
CHLRE_13g584619v5 Cre13.g584619
CHLRE_13g584650v5 Cre13.g584650
CHLRE_13g584700v5 Cre13.g584700
CHLRE_13g584750v5 Cre13.g584750
CHLRE_13g584775v5 Cre13.g584775
CHLRE_13g584800v5 Cre13.g584800
CHLRE_13g584850v5 Cre13.g584850
CHLRE_13g584901v5 Cre13.g584901
CHLRE_13g584950v5 Cre13.g584950
CHLRE_13g585000v5 Cre13.g585000
CHLRE_13g585026v5 Cre13.g585026
CHLRE_13g585050v5 Cre13.g585050
CHLRE_13g585100v5 Cre13.g585100
CHLRE_13g585150v5 Cre13.g585150
CHLRE_13g585175v5 Cre13.g585175
CHLRE_13g585200v5 Cre13.g585200
CHLRE_13g585250v5 Cre13.g585250
CHLRE_13g585301v5 Cre13.g585301
CHLRE_13g585350v5 Cre13.g585350
CHLRE_13g585400v5 Cre13.g585400
CHLRE_13g585450v5 Cre13.g585450
CHLRE_13g585500v5 Cre13.g585500
CHLRE_13g585550v5 Cre13.g585550
CHLRE_13g585600v5 Cre13.g585600
CHLRE_13g585651v5 Cre13.g585651
CHLRE_13g585700v5 Cre13.g585700
CHLRE_13g585750v5 Cre13.g585750
CHLRE_13g585800v5 Cre13.g585800
CHLRE_13g585850v5 Cre13.g585850
CHLRE_13g585900v5 Cre13.g585900
CHLRE_13g585950v5 Cre13.g585950
CHLRE_13g586000v5 Cre13.g586000
CHLRE_13g586050v5 Cre13.g586050
CHLRE_13g586100v5 Cre13.g586100
CHLRE_13g586150v5 Cre13.g586150
CHLRE_13g586200v5 Cre13.g586200
CHLRE_13g586250v5 Cre13.g586250
CHLRE_13g586300v5 Cre13.g586300
CHLRE_13g586350v5 Cre13.g586350
CHLRE_13g586400v5 Cre13.g586400
CHLRE_13g586450v5 Cre13.g586450
CHLRE_13g586500v5 Cre13.g586500
CHLRE_13g586550v5 Cre13.g586550
CHLRE_13g586600v5 Cre13.g586600
CHLRE_13g586650v5 Cre13.g586650
CHLRE_13g586700v5 Cre13.g586700
CHLRE_13g586750v5 Cre13.g586750
CHLRE_13g586800v5 Cre13.g586800
CHLRE_13g586850v5 Cre13.g586850
CHLRE_13g586883v5 Cre13.g586883
CHLRE_13g586916v5 Cre13.g586916
CHLRE_13g586950v5 Cre13.g586950
CHLRE_13g587000v5 Cre13.g587000
CHLRE_13g587050v5 Cre13.g587050
CHLRE_13g587100v5 Cre13.g587100
CHLRE_13g587150v5 Cre13.g587150
CHLRE_13g587200v5 Cre13.g587200
CHLRE_13g587250v5 Cre13.g587250
CHLRE_13g587300v5 Cre13.g587300
CHLRE_13g587350v5 Cre13.g587350
CHLRE_13g587376v5 Cre13.g587376
CHLRE_13g587400v5 Cre13.g587400
CHLRE_13g587450v5 Cre13.g587450
CHLRE_13g587500v5 Cre13.g587500
CHLRE_13g587550v5 Cre13.g587550
CHLRE_13g587600v5 Cre13.g587600
CHLRE_13g587650v5 Cre13.g587650
CHLRE_13g587700v5 Cre13.g587700
CHLRE_13g587750v5 Cre13.g587750
CHLRE_13g587800v5 Cre13.g587800
CHLRE_13g587850v5 Cre13.g587850
CHLRE_13g587950v5 Cre13.g587950
CHLRE_13g588000v5 Cre13.g588000
CHLRE_13g588026v5 Cre13.g588026
CHLRE_13g588050v5 Cre13.g588050
CHLRE_13g588100v5 Cre13.g588100
CHLRE_13g588150v5 Cre13.g588150
CHLRE_13g588201v5 Cre13.g588201
CHLRE_13g588250v5 Cre13.g588250
CHLRE_13g588271v5 Cre13.g588271
CHLRE_13g588310v5 Cre13.g588310
CHLRE_13g588350v5 Cre13.g588350
CHLRE_13g588368v5 Cre13.g588368
CHLRE_13g588386v5 Cre13.g588386
CHLRE_13g588405v5 Cre13.g588405
CHLRE_13g588453v5 Cre13.g588453
CHLRE_13g588501v5 Cre13.g588501
CHLRE_13g588550v5 Cre13.g588550
CHLRE_13g588600v5 Cre13.g588600
CHLRE_13g588626v5 Cre13.g588626
CHLRE_13g588650v5 Cre13.g588650
CHLRE_13g588700v5 Cre13.g588700
CHLRE_13g588736v5 Cre13.g588736
CHLRE_13g588750v5 Cre13.g588750
CHLRE_13g588800v5 Cre13.g588800
CHLRE_13g588850v5 Cre13.g588850
CHLRE_13g588900v5 Cre13.g588900
CHLRE_13g588950v5 Cre13.g588950
CHLRE_13g588959v5 Cre13.g588959
CHLRE_13g589000v5 Cre13.g589000
CHLRE_13g589050v5 Cre13.g589050
CHLRE_13g589100v5 Cre13.g589100
CHLRE_13g589150v5 Cre13.g589150
CHLRE_13g589167v5 Cre13.g589167
CHLRE_13g589200v5 Cre13.g589200
CHLRE_13g589250v5 Cre13.g589250
CHLRE_13g589300v5 Cre13.g589300
CHLRE_13g589350v5 Cre13.g589350
CHLRE_13g589400v5 Cre13.g589400
CHLRE_13g589426v5 Cre13.g589426
CHLRE_13g589450v5 Cre13.g589450
CHLRE_13g589500v5 Cre13.g589500
CHLRE_13g589550v5 Cre13.g589550
CHLRE_13g589600v5 Cre13.g589600
CHLRE_13g589650v5 Cre13.g589650
CHLRE_13g589700v5 Cre13.g589700
CHLRE_13g589750v5 Cre13.g589750
CHLRE_13g589800v5 Cre13.g589800
CHLRE_13g589870v5 Cre13.g589870
CHLRE_13g589940v5 Cre13.g589940
CHLRE_13g590010v5 Cre13.g590010
CHLRE_13g590150v5 Cre13.g590150
CHLRE_13g590200v5 Cre13.g590200
CHLRE_13g590225v5 Cre13.g590225
CHLRE_13g590251v5 Cre13.g590251
CHLRE_13g590300v5 Cre13.g590300
CHLRE_13g590350v5 Cre13.g590350
CHLRE_13g590400v5 Cre13.g590400
CHLRE_13g590450v5 Cre13.g590450
CHLRE_13g590500v5 Cre13.g590500
CHLRE_13g590550v5 Cre13.g590550
CHLRE_13g590600v5 Cre13.g590600
CHLRE_13g590626v5 Cre13.g590626
CHLRE_13g590650v5 Cre13.g590650
CHLRE_13g590700v5 Cre13.g590700
CHLRE_13g590750v5 Cre13.g590750
CHLRE_13g590800v5 Cre13.g590800
CHLRE_13g590850v5 Cre13.g590850
CHLRE_13g590900v5 Cre13.g590900
CHLRE_13g590905v5 Cre13.g590905
CHLRE_13g590950v5 Cre13.g590950
CHLRE_13g591000v5 Cre13.g591000
CHLRE_13g591050v5 Cre13.g591050
CHLRE_13g591073v5 Cre13.g591073
CHLRE_13g591100v5 Cre13.g591100
CHLRE_13g591150v5 Cre13.g591150
CHLRE_13g591200v5 Cre13.g591200
CHLRE_13g591250v5 Cre13.g591250
CHLRE_13g591300v5 Cre13.g591300
CHLRE_13g591350v5 Cre13.g591350
CHLRE_13g591400v5 Cre13.g591400
CHLRE_13g591450v5 Cre13.g591450
CHLRE_13g591501v5 Cre13.g591501
CHLRE_13g591550v5 Cre13.g591550
CHLRE_13g591600v5 Cre13.g591600
CHLRE_13g591650v5 Cre13.g591650
CHLRE_13g591700v5 Cre13.g591700
CHLRE_13g591750v5 Cre13.g591750
CHLRE_13g591800v5 Cre13.g591800
CHLRE_13g591851v5 Cre13.g591851
CHLRE_13g591900v5 Cre13.g591900
CHLRE_13g591951v5 Cre13.g591951
CHLRE_13g592000v5 Cre13.g592000
CHLRE_13g592050v5 Cre13.g592050
CHLRE_13g592100v5 Cre13.g592100
CHLRE_13g592150v5 Cre13.g592150
CHLRE_13g592200v5 Cre13.g592200
CHLRE_13g592250v5 Cre13.g592250
CHLRE_13g592300v5 Cre13.g592300
CHLRE_13g592350v5 Cre13.g592350
CHLRE_13g592400v5 Cre13.g592400
CHLRE_13g592450v5 Cre13.g592450
CHLRE_13g592500v5 Cre13.g592500
CHLRE_13g592550v5 Cre13.g592550
CHLRE_13g592551v5 Cre13.g592551
CHLRE_13g593833v5 Cre13.g593833
CHLRE_13g595114v5 Cre13.g595114
CHLRE_13g596395v5 Cre13.g596395
CHLRE_13g597676v5 Cre13.g597676
CHLRE_13g598957v5 Cre13.g598957
CHLRE_13g600238v5 Cre13.g600238
CHLRE_13g601519v5 Cre13.g601519
CHLRE_13g602800v5 Cre13.g602800
CHLRE_13g602850v5 Cre13.g602850
CHLRE_13g602901v5 Cre13.g602901
CHLRE_13g602950v5 Cre13.g602950
CHLRE_13g603000v5 Cre13.g603000
CHLRE_13g603050v5 Cre13.g603050
CHLRE_13g603100v5 Cre13.g603100
CHLRE_13g603176v5 Cre13.g603176
CHLRE_13g603250v5 Cre13.g603250
CHLRE_13g603300v5 Cre13.g603300
CHLRE_13g603350v5 Cre13.g603350
CHLRE_13g603400v5 Cre13.g603400
CHLRE_13g603450v5 Cre13.g603450
CHLRE_13g603500v5 Cre13.g603500
CHLRE_13g603550v5 Cre13.g603550
CHLRE_13g603600v5 Cre13.g603600
CHLRE_13g603650v5 Cre13.g603650
CHLRE_13g602300v5 Cre13.g602300
CHLRE_13g602350v5 Cre13.g602350
CHLRE_13g602400v5 Cre13.g602400
CHLRE_13g602425v5 Cre13.g602425
CHLRE_13g602450v5 Cre13.g602450
CHLRE_13g602500v5 Cre13.g602500
CHLRE_13g602550v5 Cre13.g602550
CHLRE_13g602600v5 Cre13.g602600
CHLRE_13g602650v5 Cre13.g602650
CHLRE_13g602700v5 Cre13.g602700
CHLRE_13g602750v5 Cre13.g602750
CHLRE_13g603225v5 Cre13.g603225
CHLRE_13g603700v5 Cre13.g603700
CHLRE_13g603750v5 Cre13.g603750
CHLRE_13g603776v5 Cre13.g603776
CHLRE_13g603800v5 Cre13.g603800
CHLRE_13g603850v5 Cre13.g603850
CHLRE_13g603900v5 Cre13.g603900
CHLRE_13g603950v5 Cre13.g603950
CHLRE_13g604000v5 Cre13.g604000
CHLRE_13g604050v5 Cre13.g604050
CHLRE_13g604150v5 Cre13.g604150
CHLRE_13g604200v5 Cre13.g604200
CHLRE_13g604250v5 Cre13.g604250
CHLRE_13g604300v5 Cre13.g604300
CHLRE_13g604350v5 Cre13.g604350
CHLRE_13g604400v5 Cre13.g604400
CHLRE_13g604450v5 Cre13.g604450
CHLRE_13g604501v5 Cre13.g604501
CHLRE_13g604550v5 Cre13.g604550
CHLRE_13g604600v5 Cre13.g604600
CHLRE_13g604650v5 Cre13.g604650
CHLRE_13g604700v5 Cre13.g604700
CHLRE_13g604750v5 Cre13.g604750
CHLRE_13g604800v5 Cre13.g604800
CHLRE_13g604850v5 Cre13.g604850
CHLRE_13g604905v5 Cre13.g604905
CHLRE_13g604950v5 Cre13.g604950
CHLRE_13g605000v5 Cre13.g605000
CHLRE_13g605050v5 Cre13.g605050
CHLRE_13g605100v5 Cre13.g605100
CHLRE_13g605150v5 Cre13.g605150
CHLRE_13g605200v5 Cre13.g605200
CHLRE_13g605250v5 Cre13.g605250
CHLRE_13g605300v5 Cre13.g605300
CHLRE_13g605350v5 Cre13.g605350
CHLRE_13g605368v5 Cre13.g605368
CHLRE_13g605386v5 Cre13.g605386
CHLRE_13g605404v5 Cre13.g605404
CHLRE_13g605500v5 Cre13.g605500
CHLRE_13g605550v5 Cre13.g605550
CHLRE_13g605600v5 Cre13.g605600
CHLRE_13g605650v5 Cre13.g605650
CHLRE_13g605700v5 Cre13.g605700
CHLRE_13g605750v5 Cre13.g605750
CHLRE_13g605800v5 Cre13.g605800
CHLRE_13g605850v5 Cre13.g605850
CHLRE_13g605900v5 Cre13.g605900
CHLRE_13g606000v5 Cre13.g606000
CHLRE_13g606050v5 Cre13.g606050
CHLRE_13g606101v5 Cre13.g606101
CHLRE_13g606150v5 Cre13.g606150
CHLRE_13g606200v5 Cre13.g606200
CHLRE_13g606250v5 Cre13.g606250
CHLRE_13g606300v5 Cre13.g606300
CHLRE_13g606350v5 Cre13.g606350
CHLRE_13g606450v5 Cre13.g606450
CHLRE_13g606500v5 Cre13.g606500
CHLRE_13g606550v5 Cre13.g606550
CHLRE_13g606600v5 Cre13.g606600
CHLRE_13g606652v5 Cre13.g606652
CHLRE_13g606700v5 Cre13.g606700
CHLRE_13g606750v5 Cre13.g606750
CHLRE_13g606800v5 Cre13.g606800
CHLRE_13g606850v5 Cre13.g606850
CHLRE_13g606900v5 Cre13.g606900
CHLRE_13g606950v5 Cre13.g606950
CHLRE_13g606962v5 Cre13.g606962
CHLRE_13g606974v5 Cre13.g606974
CHLRE_13g607000v5 Cre13.g607000
CHLRE_13g607050v5 Cre13.g607050
CHLRE_13g607100v5 Cre13.g607100
CHLRE_13g607150v5 Cre13.g607150
CHLRE_13g607200v5 Cre13.g607200
CHLRE_13g607250v5 Cre13.g607250
CHLRE_13g607300v5 Cre13.g607300
CHLRE_13g607350v5 Cre13.g607350
CHLRE_13g607400v5 Cre13.g607400
CHLRE_13g607450v5 Cre13.g607450
CHLRE_13g607500v5 Cre13.g607500
CHLRE_13g607550v5 Cre13.g607550
CHLRE_13g607600v5 Cre13.g607600
CHLRE_13g607650v5 Cre13.g607650
CHLRE_13g607700v5 Cre13.g607700
CHLRE_13g607750v5 Name=DRC2
CHLRE_13g607800v5 Cre13.g607800
CHLRE_13g607850v5 Cre13.g607850
CHLRE_13g607900v5 Cre13.g607900
CHLRE_13g607950v5 Cre13.g607950
CHLRE_13g608000v5 Cre13.g608000
CHLRE_14g608050v5 Cre14.g608050
CHLRE_14g608093v5 Cre14.g608093
CHLRE_14g608100v5 Cre14.g608100
CHLRE_14g608150v5 Cre14.g608150
CHLRE_14g608200v5 Cre14.g608200
CHLRE_14g608250v5 Cre14.g608250
CHLRE_14g608275v5 Cre14.g608275
CHLRE_14g608300v5 Cre14.g608300
CHLRE_14g608350v5 Cre14.g608350
CHLRE_14g608400v5 Cre14.g608400
CHLRE_14g608452v5 Cre14.g608452
CHLRE_14g608500v5 Cre14.g608500
CHLRE_14g608550v5 Cre14.g608550
CHLRE_14g608600v5 Cre14.g608600
CHLRE_14g608652v5 Cre14.g608652
CHLRE_14g608700v5 Cre14.g608700
CHLRE_14g608750v5 Cre14.g608750
CHLRE_14g608788v5 Cre14.g608788
CHLRE_14g608800v5 Cre14.g608800
CHLRE_14g608850v5 Cre14.g608850
CHLRE_14g608900v5 Cre14.g608900
CHLRE_14g608950v5 Cre14.g608950
CHLRE_14g608970v5 Cre14.g608970
CHLRE_14g608990v5 Cre14.g608990
CHLRE_14g609010v5 Cre14.g609010
CHLRE_14g609030v5 Cre14.g609030
CHLRE_14g609050v5 Cre14.g609050
CHLRE_14g609100v5 Cre14.g609100
CHLRE_14g609150v5 Cre14.g609150
CHLRE_14g609202v5 Cre14.g609202
CHLRE_14g609250v5 Cre14.g609250
CHLRE_14g609300v5 Cre14.g609300
CHLRE_14g609350v5 Cre14.g609350
CHLRE_14g609400v5 Cre14.g609400
CHLRE_14g609450v5 Cre14.g609450
CHLRE_14g609500v5 Cre14.g609500
CHLRE_14g609551v5 Cre14.g609551
CHLRE_14g609600v5 Cre14.g609600
CHLRE_14g609650v5 Cre14.g609650
CHLRE_14g609700v5 Cre14.g609700
CHLRE_14g609750v5 Cre14.g609750
CHLRE_14g609800v5 Cre14.g609800
CHLRE_14g609850v5 Cre14.g609850
CHLRE_14g609900v5 Cre14.g609900
CHLRE_14g609926v5 Cre14.g609926
CHLRE_14g609950v5 Cre14.g609950
CHLRE_14g610000v5 Cre14.g610000
CHLRE_14g610050v5 Cre14.g610050
CHLRE_14g610100v5 Cre14.g610100
CHLRE_14g610150v5 Cre14.g610150
CHLRE_14g610200v5 Cre14.g610200
CHLRE_14g610250v5 Cre14.g610250
CHLRE_14g610300v5 Cre14.g610300
CHLRE_14g610351v5 Cre14.g610351
CHLRE_14g610400v5 Cre14.g610400
CHLRE_14g610450v5 Cre14.g610450
CHLRE_14g610501v5 Cre14.g610501
CHLRE_14g610550v5 Cre14.g610550
CHLRE_14g610566v5 Cre14.g610566
CHLRE_14g610582v5 Cre14.g610582
CHLRE_14g610599v5 Cre14.g610599
CHLRE_14g610615v5 Cre14.g610615
CHLRE_14g610631v5 Cre14.g610631
CHLRE_14g610647v5 Cre14.g610647
CHLRE_14g610663v5 Cre14.g610663
CHLRE_14g610700v5 Cre14.g610700
CHLRE_14g610750v5 Cre14.g610750
CHLRE_14g610801v5 Cre14.g610801
CHLRE_14g610850v5 Cre14.g610850
CHLRE_14g610900v5 Cre14.g610900
CHLRE_14g610950v5 Cre14.g610950
CHLRE_14g611000v5 Cre14.g611000
CHLRE_14g611051v5 Cre14.g611051
CHLRE_14g611100v5 Cre14.g611100
CHLRE_14g611150v5 Cre14.g611150
CHLRE_14g611200v5 Cre14.g611200
CHLRE_14g611250v5 Cre14.g611250
CHLRE_14g611300v5 Cre14.g611300
CHLRE_14g611350v5 Cre14.g611350
CHLRE_14g611400v5 Cre14.g611400
CHLRE_14g611450v5 Cre14.g611450
CHLRE_14g611484v5 Cre14.g611484
CHLRE_14g611517v5 Cre14.g611517
CHLRE_14g611552v5 Cre14.g611552
CHLRE_14g611650v5 Cre14.g611650
CHLRE_14g611700v5 Cre14.g611700
CHLRE_14g611750v5 Cre14.g611750
CHLRE_14g611800v5 Cre14.g611800
CHLRE_14g611850v5 Cre14.g611850
CHLRE_14g611900v5 Cre14.g611900
CHLRE_14g611950v5 Cre14.g611950
CHLRE_14g612000v5 Cre14.g612000
CHLRE_14g612100v5 Cre14.g612100
CHLRE_14g612150v5 Cre14.g612150
CHLRE_14g612200v5 Cre14.g612200
CHLRE_14g612226v5 Cre14.g612226
CHLRE_14g612250v5 Cre14.g612250
CHLRE_14g612300v5 Cre14.g612300
CHLRE_14g612350v5 Cre14.g612350
CHLRE_14g612400v5 Cre14.g612400
CHLRE_14g612426v5 Cre14.g612426
CHLRE_14g612450v5 Cre14.g612450
CHLRE_14g612500v5 Cre14.g612500
CHLRE_14g612567v5 Cre14.g612567
CHLRE_14g612633v5 Cre14.g612633
CHLRE_14g612700v5 Cre14.g612700
CHLRE_14g612750v5 Cre14.g612750
CHLRE_14g612800v5 Cre14.g612800
CHLRE_14g612850v5 Cre14.g612850
CHLRE_14g612900v5 Cre14.g612900
CHLRE_14g612950v5 Cre14.g612950
CHLRE_14g612976v5 Cre14.g612976
CHLRE_14g613000v5 Cre14.g613000
CHLRE_14g613050v5 Cre14.g613050
CHLRE_14g613075v5 Cre14.g613075
CHLRE_14g613100v5 Cre14.g613100
CHLRE_14g613134v5 Cre14.g613134
CHLRE_14g613150v5 Cre14.g613150
CHLRE_14g613200v5 Cre14.g613200
CHLRE_14g613250v5 Cre14.g613250
CHLRE_14g613300v5 Cre14.g613300
CHLRE_14g613350v5 Cre14.g613350
CHLRE_14g613400v5 Name=POC16
CHLRE_14g613426v5 Cre14.g613426
CHLRE_14g613450v5 Cre14.g613450
CHLRE_14g613501v5 Cre14.g613501
CHLRE_14g613550v5 Cre14.g613550
CHLRE_14g613600v5 Cre14.g613600
CHLRE_14g613652v5 Cre14.g613652
CHLRE_14g613700v5 Cre14.g613700
CHLRE_14g613750v5 Cre14.g613750
CHLRE_14g613800v5 Cre14.g613800
CHLRE_14g613850v5 Cre14.g613850
CHLRE_14g613900v5 Cre14.g613900
CHLRE_14g613950v5 Cre14.g613950
CHLRE_14g614000v5 Cre14.g614000
CHLRE_14g614050v5 Cre14.g614050
CHLRE_14g614076v5 Cre14.g614076
CHLRE_14g614100v5 Cre14.g614100
CHLRE_14g614151v5 Cre14.g614151
CHLRE_14g614200v5 Cre14.g614200
CHLRE_14g614226v5 Cre14.g614226
CHLRE_14g614250v5 Cre14.g614250
CHLRE_14g614300v5 Cre14.g614300
CHLRE_14g614350v5 Cre14.g614350
CHLRE_14g614400v5 Cre14.g614400
CHLRE_14g614450v5 Cre14.g614450
CHLRE_14g614500v5 Cre14.g614500
CHLRE_14g614550v5 Cre14.g614550
CHLRE_14g614600v5 Cre14.g614600
CHLRE_14g614650v5 Cre14.g614650
CHLRE_14g614667v5 Cre14.g614667
CHLRE_14g614708v5 Cre14.g614708
CHLRE_14g614750v5 Cre14.g614750
CHLRE_14g614800v5 Cre14.g614800
CHLRE_14g614850v5 Cre14.g614850
CHLRE_14g614900v5 Cre14.g614900
CHLRE_14g614950v5 Cre14.g614950
CHLRE_14g615000v5 Cre14.g615000
CHLRE_14g615050v5 Cre14.g615050
CHLRE_14g615100v5 Cre14.g615100
CHLRE_14g615150v5 Cre14.g615150
CHLRE_14g615200v5 Cre14.g615200
CHLRE_14g615224v5 Cre14.g615224
CHLRE_14g615250v5 Cre14.g615250
CHLRE_14g615300v5 Cre14.g615300
CHLRE_14g615350v5 Cre14.g615350
CHLRE_14g615400v5 Cre14.g615400
CHLRE_14g615450v5 Cre14.g615450
CHLRE_14g615500v5 Cre14.g615500
CHLRE_14g615550v5 Cre14.g615550
CHLRE_14g615600v5 Cre14.g615600
CHLRE_14g615618v5 Cre14.g615618
CHLRE_14g615634v5 Cre14.g615634
CHLRE_14g615650v5 Cre14.g615650
CHLRE_14g615700v5 Cre14.g615700
CHLRE_14g615750v5 Cre14.g615750
CHLRE_14g615776v5 Cre14.g615776
CHLRE_14g615800v5 Cre14.g615800
CHLRE_14g615850v5 Cre14.g615850
